CFW_ID,ORGTYPE_ID,PLUGIN_GROUP_ID,BLANK
"1AD-CFW","AVNBN-ATTACK","Org",
"1AD-CFW","AVNBN-ATTACK","PolicyTransfer",
"1AD-CFW","AVNBN-ATTACK","StrategicTransport",
"1AD-CFW","AVNBN-ATTACK","SubsistenceAssets",
"1AD-CFW","AVNBN-ATTACK","SubsistenceDemand",
"1AD-CFW","AVNBN-ATTACK","UI",
"1AD-CFW","AVNBN-ATTACK","Community",
"1AD-CFW","AVNBN-ATTACK","XMLAssetPrototype",
"1AD-CFW","AVNBN-TRANSPORT","AntsAssets",
"1AD-CFW","AVNBN-TRANSPORT","Demand",
"1AD-CFW","AVNBN-TRANSPORT","GLS",
"1AD-CFW","AVNBN-TRANSPORT","GenericTableAllocator",
"1AD-CFW","AVNBN-TRANSPORT","InventoryManagement",
"1AD-CFW","AVNBN-TRANSPORT","PolicyManager",
"1AD-CFW","AVNBN-TRANSPORT","LDMSQLAssets",
"1AD-CFW","AVNBN-TRANSPORT","Org",
"1AD-CFW","AVNBN-TRANSPORT","PolicyTransfer",
"1AD-CFW","AVNBN-TRANSPORT","StrategicTransport",
"1AD-CFW","AVNBN-TRANSPORT","SubsistenceAssets",
"1AD-CFW","AVNBN-TRANSPORT","SubsistenceDemand",
"1AD-CFW","AVNBN-TRANSPORT","UI",
"1AD-CFW","AVNBN-TRANSPORT","Community",
"1AD-CFW","AVNBN-TRANSPORT","XMLAssetPrototype",
"1AD-CFW","AWR","Org",
"1AD-CFW","AWR","PolicyTransfer",
"1AD-CFW","AWR","UI",
"1AD-CFW","AWR","Community",
"1AD-CFW","AWR","UniversalAllocator",
"1AD-CFW","AWR","GLS",
"1AD-CFW","BDE-HQ","AntsAssets",
"1AD-CFW","BDE-HQ","GLS",
"1AD-CFW","BDE-HQ","GenericTableAllocator",
"1AD-CFW","BDE-HQ","LDMSQLAssets",
"1AD-CFW","BDE-HQ","Org",
"1AD-CFW","BDE-HQ","PolicyTransfer",
"1AD-CFW","BDE-HQ","StrategicTransport",
"1AD-CFW","BDE-HQ","UI",
"1AD-CFW","BDE-HQ","Community",
"1AD-CFW","BDE-HQ","XMLAssetPrototype",
"1AD-CFW","CAVSQDN","AntsAssets",
"1AD-CFW","CAVSQDN","Demand",
"1AD-CFW","CAVSQDN","GLS",
"1AD-CFW","CAVSQDN","GenericTableAllocator",
"1AD-CFW","CAVSQDN","InventoryManagement",
"1AD-CFW","CAVSQDN","PolicyManager",
"1AD-CFW","CAVSQDN","LDMSQLAssets",
"1AD-CFW","CAVSQDN","Org",
"1AD-CFW","CAVSQDN","PolicyTransfer",
"1AD-CFW","CAVSQDN","StrategicTransport",
"1AD-CFW","CAVSQDN","SubsistenceAssets",
"1AD-CFW","CAVSQDN","SubsistenceDemand",
"1AD-CFW","CAVSQDN","UI",
"1AD-CFW","CAVSQDN","Community",
"1AD-CFW","CAVSQDN","XMLAssetPrototype",
"1AD-CFW","CMD-PASS-THRU","GLS",
"1AD-CFW","CMD-PASS-THRU","Org",
"1AD-CFW","CMD-PASS-THRU","PolicyTransfer",
"1AD-CFW","CMD-PASS-THRU","UI",
"1AD-CFW","CMD-PASS-THRU","Community",
"1AD-CFW","CONUS-DLA-SUPPLY","Org",
"1AD-CFW","CONUS-DLA-SUPPLY","PolicyTransfer",
"1AD-CFW","CONUS-DLA-SUPPLY","UI",
"1AD-CFW","CONUS-DLA-SUPPLY","Community",
"1AD-CFW","CONUS-DLA-SUPPLY","GenericTableAllocator",
"1AD-CFW","CONUS-FORSCOM","GLS",
"1AD-CFW","CONUS-FORSCOM","Org",
"1AD-CFW","CONUS-FORSCOM","PolicyTransfer",
"1AD-CFW","CONUS-FORSCOM","UI",
"1AD-CFW","CONUS-FORSCOM","Community",
"1AD-CFW","CONUS-NCA","GLSInit",
"1AD-CFW","CONUS-NCA","PolicyManager",
"1AD-CFW","CONUS-NCA","Org",
"1AD-CFW","CONUS-NCA","PolicyTransfer",
"1AD-CFW","CONUS-NCA","UI",
"1AD-CFW","CONUS-NCA","Community",
"1AD-CFW","CONUS-ORD-SUPPLY","Org",
"1AD-CFW","CONUS-ORD-SUPPLY","PolicyTransfer",
"1AD-CFW","CONUS-ORD-SUPPLY","PrototypeProvider",
"1AD-CFW","CONUS-ORD-SUPPLY","UI",
"1AD-CFW","CONUS-ORD-SUPPLY","Community",
"1AD-CFW","CORPS-ARTY","AntsAssets",
"1AD-CFW","CORPS-ARTY","GLS",
"1AD-CFW","CORPS-ARTY","GenericTableAllocator",
"1AD-CFW","CORPS-ARTY","LDMSQLAssets",
"1AD-CFW","CORPS-ARTY","Org",
"1AD-CFW","CORPS-ARTY","PolicyTransfer",
"1AD-CFW","CORPS-ARTY","StrategicTransport",
"1AD-CFW","CORPS-ARTY","UI",
"1AD-CFW","CORPS-ARTY","Community",
"1AD-CFW","CORPS-ARTY","XMLAssetPrototype",
"1AD-CFW","CORPS-ENGBN","AntsAssets",
"1AD-CFW","CORPS-ENGBN","Demand",
"1AD-CFW","CORPS-ENGBN","GLS",
"1AD-CFW","CORPS-ENGBN","GenericTableAllocator",
"1AD-CFW","CORPS-ENGBN","InventoryManagement",
"1AD-CFW","CORPS-ENGBN","PolicyManager",
"1AD-CFW","CORPS-ENGBN","LDMSQLAssets",
"1AD-CFW","CORPS-ENGBN","Org",
"1AD-CFW","CORPS-ENGBN","PolicyTransfer",
"1AD-CFW","CORPS-ENGBN","StrategicTransport",
"1AD-CFW","CORPS-ENGBN","SubsistenceAssets",
"1AD-CFW","CORPS-ENGBN","SubsistenceDemand",
"1AD-CFW","CORPS-ENGBN","TheaterConstruction",
"1AD-CFW","CORPS-ENGBN","UI",
"1AD-CFW","CORPS-ENGBN","Community",
"1AD-CFW","CORPS-ENGBN","UniversalExpander",
"1AD-CFW","CORPS-ENGBN","XMLAssetPrototype",
"1AD-CFW","CORPS-FLDSVC-CO","AntsAssets",
"1AD-CFW","CORPS-FLDSVC-CO","GLS",
"1AD-CFW","CORPS-FLDSVC-CO","GenericTableAllocator",
"1AD-CFW","CORPS-FLDSVC-CO","LDMSQLAssets",
"1AD-CFW","CORPS-FLDSVC-CO","Org",
"1AD-CFW","CORPS-FLDSVC-CO","PolicyTransfer",
"1AD-CFW","CORPS-FLDSVC-CO","StrategicTransport",
"1AD-CFW","CORPS-FLDSVC-CO","UI",
"1AD-CFW","CORPS-FLDSVC-CO","Community",
"1AD-CFW","CORPS-FLDSVC-CO","XMLAssetPrototype",
"1AD-CFW","CORPS-HQ","GLS",
"1AD-CFW","CORPS-HQ","Org",
"1AD-CFW","CORPS-HQ","PolicyTransfer",
"1AD-CFW","CORPS-HQ","UI",
"1AD-CFW","CORPS-HQ","Community",
"1AD-CFW","CORPS-MAINTBN","AntsAssets",
"1AD-CFW","CORPS-MAINTBN","GLS",
"1AD-CFW","CORPS-MAINTBN","GenericTableAllocator",
"1AD-CFW","CORPS-MAINTBN","LDMSQLAssets",
"1AD-CFW","CORPS-MAINTBN","Org",
"1AD-CFW","CORPS-MAINTBN","PolicyTransfer",
"1AD-CFW","CORPS-MAINTBN","StrategicTransport",
"1AD-CFW","CORPS-MAINTBN","UI",
"1AD-CFW","CORPS-MAINTBN","Community",
"1AD-CFW","CORPS-MAINTBN","XMLAssetPrototype",
"1AD-CFW","CORPS-MAINTCO","AntsAssets",
"1AD-CFW","CORPS-MAINTCO","GLS",
"1AD-CFW","CORPS-MAINTCO","GenericTableAllocator",
"1AD-CFW","CORPS-MAINTCO","InventoryManagement",
"1AD-CFW","CORPS-MAINTCO","PolicyManager",
"1AD-CFW","CORPS-MAINTCO","LDMSQLAssets",
"1AD-CFW","CORPS-MAINTCO","Org",
"1AD-CFW","CORPS-MAINTCO","PolicyTransfer",
"1AD-CFW","CORPS-MAINTCO","StrategicTransport",
"1AD-CFW","CORPS-MAINTCO","UI",
"1AD-CFW","CORPS-MAINTCO","Community",
"1AD-CFW","CORPS-MAINTCO","XMLAssetPrototype",
"1AD-CFW","CORPS-ORD-MGR","AntsAssets",
"1AD-CFW","CORPS-ORD-MGR","Demand",
"1AD-CFW","CORPS-ORD-MGR","GLS",
"1AD-CFW","CORPS-ORD-MGR","GenericTableAllocator",
"1AD-CFW","CORPS-ORD-MGR","InventoryManagement",
"1AD-CFW","CORPS-ORD-MGR","PolicyManager",
"1AD-CFW","CORPS-ORD-MGR","LDMSQLAssets",
"1AD-CFW","CORPS-ORD-MGR","Org",
"1AD-CFW","CORPS-ORD-MGR","PolicyTransfer",
"1AD-CFW","CORPS-ORD-MGR","StrategicTransport",
"1AD-CFW","CORPS-ORD-MGR","UI",
"1AD-CFW","CORPS-ORD-MGR","Community",
"1AD-CFW","CORPS-ORD-MGR","XMLAssetPrototype",
"1AD-CFW","CORPS-OTHER","AntsAssets",
"1AD-CFW","CORPS-OTHER","GLS",
"1AD-CFW","CORPS-OTHER","GenericTableAllocator",
"1AD-CFW","CORPS-OTHER","LDMSQLAssets",
"1AD-CFW","CORPS-OTHER","Org",
"1AD-CFW","CORPS-OTHER","PolicyTransfer",
"1AD-CFW","CORPS-OTHER","StrategicTransport",
"1AD-CFW","CORPS-OTHER","UI",
"1AD-CFW","CORPS-OTHER","Community",
"1AD-CFW","CORPS-OTHER","XMLAssetPrototype",
"1AD-CFW","CORPS-POL-SUPPLYBN","AntsAssets",
"1AD-CFW","CORPS-POL-SUPPLYBN","GLS",
"1AD-CFW","CORPS-POL-SUPPLYBN","GenericTableAllocator",
"1AD-CFW","CORPS-POL-SUPPLYBN","LDMSQLAssets",
"1AD-CFW","CORPS-POL-SUPPLYBN","Org",
"1AD-CFW","CORPS-POL-SUPPLYBN","PolicyTransfer",
"1AD-CFW","CORPS-POL-SUPPLYBN","StrategicTransport",
"1AD-CFW","CORPS-POL-SUPPLYBN","UI",
"1AD-CFW","CORPS-POL-SUPPLYBN","Community",
"1AD-CFW","CORPS-POL-SUPPLYBN","XMLAssetPrototype",
"1AD-CFW","CORPS-POL-SUPPLYCO","AntsAssets",
"1AD-CFW","CORPS-POL-SUPPLYCO","Demand",
"1AD-CFW","CORPS-POL-SUPPLYCO","GLS",
"1AD-CFW","CORPS-POL-SUPPLYCO","GenericTableAllocator",
"1AD-CFW","CORPS-POL-SUPPLYCO","InventoryManagement",
"1AD-CFW","CORPS-POL-SUPPLYCO","PolicyManager",
"1AD-CFW","CORPS-POL-SUPPLYCO","LDMSQLAssets",
"1AD-CFW","CORPS-POL-SUPPLYCO","Org",
"1AD-CFW","CORPS-POL-SUPPLYCO","PolicyTransfer",
"1AD-CFW","CORPS-POL-SUPPLYCO","StrategicTransport",
"1AD-CFW","CORPS-POL-SUPPLYCO","UI",
"1AD-CFW","CORPS-POL-SUPPLYCO","Community",
"1AD-CFW","CORPS-POL-SUPPLYCO","XMLAssetPrototype",
"1AD-CFW","CORPS-REAR","GLS",
"1AD-CFW","CORPS-REAR","Org",
"1AD-CFW","CORPS-REAR","PolicyTransfer",
"1AD-CFW","CORPS-REAR","UI",
"1AD-CFW","CORPS-REAR","Community",
"1AD-CFW","CORPS-REAR","GenericTableAllocator",
"1AD-CFW","CORPS-RPRPTCO","AntsAssets",
"1AD-CFW","CORPS-RPRPTCO","Demand",
"1AD-CFW","CORPS-RPRPTCO","GLS",
"1AD-CFW","CORPS-RPRPTCO","GenericTableAllocator",
"1AD-CFW","CORPS-RPRPTCO","InventoryManagement",
"1AD-CFW","CORPS-RPRPTCO","PolicyManager",
"1AD-CFW","CORPS-RPRPTCO","LDMSQLAssets",
"1AD-CFW","CORPS-RPRPTCO","Org",
"1AD-CFW","CORPS-RPRPTCO","PolicyTransfer",
"1AD-CFW","CORPS-RPRPTCO","StrategicTransport",
"1AD-CFW","CORPS-RPRPTCO","UI",
"1AD-CFW","CORPS-RPRPTCO","Community",
"1AD-CFW","CORPS-RPRPTCO","XMLAssetPrototype",
"1AD-CFW","CORPS-SSCO","AntsAssets",
"1AD-CFW","CORPS-SSCO","Demand",
"1AD-CFW","CORPS-SSCO","GLS",
"1AD-CFW","CORPS-SSCO","GenericTableAllocator",
"1AD-CFW","CORPS-SSCO","InventoryManagement",
"1AD-CFW","CORPS-SSCO","PolicyManager",
"1AD-CFW","CORPS-SSCO","LDMSQLAssets",
"1AD-CFW","CORPS-SSCO","Org",
"1AD-CFW","CORPS-SSCO","PolicyTransfer",
"1AD-CFW","CORPS-SSCO","StrategicTransport",
"1AD-CFW","CORPS-SSCO","UI",
"1AD-CFW","CORPS-SSCO","Community",
"1AD-CFW","CORPS-SSCO","XMLAssetPrototype",
"1AD-CFW","CORPS-SUPPLYCO","AntsAssets",
"1AD-CFW","CORPS-SUPPLYCO","Demand",
"1AD-CFW","CORPS-SUPPLYCO","GLS",
"1AD-CFW","CORPS-SUPPLYCO","GenericTableAllocator",
"1AD-CFW","CORPS-SUPPLYCO","InventoryManagement",
"1AD-CFW","CORPS-SUPPLYCO","PolicyManager",
"1AD-CFW","CORPS-SUPPLYCO","LDMSQLAssets",
"1AD-CFW","CORPS-SUPPLYCO","Org",
"1AD-CFW","CORPS-SUPPLYCO","PolicyTransfer",
"1AD-CFW","CORPS-SUPPLYCO","StrategicTransport",
"1AD-CFW","CORPS-SUPPLYCO","UI",
"1AD-CFW","CORPS-SUPPLYCO","Community",
"1AD-CFW","CORPS-SUPPLYCO","XMLAssetPrototype",
"1AD-CFW","CORPS-TCBN","AntsAssets",
"1AD-CFW","CORPS-TCBN","GLS",
"1AD-CFW","CORPS-TCBN","GenericTableAllocator",
"1AD-CFW","CORPS-TCBN","LDMSQLAssets",
"1AD-CFW","CORPS-TCBN","Org",
"1AD-CFW","CORPS-TCBN","PolicyTransfer",
"1AD-CFW","CORPS-TCBN","StrategicTransport",
"1AD-CFW","CORPS-TCBN","UI",
"1AD-CFW","CORPS-TCBN","Community",
"1AD-CFW","CORPS-TCBN","XMLAssetPrototype",
"1AD-CFW","CORPS-TCBN-VISHNU","AntsAssets",
"1AD-CFW","CORPS-TCBN-VISHNU","GLS",
"1AD-CFW","CORPS-TCBN-VISHNU","GenericTableAllocator",
"1AD-CFW","CORPS-TCBN-VISHNU","LDMSQLAssets",
"1AD-CFW","CORPS-TCBN-VISHNU","Org",
"1AD-CFW","CORPS-TCBN-VISHNU","PolicyTransfer",
"1AD-CFW","CORPS-TCBN-VISHNU","StrategicTransport",
"1AD-CFW","CORPS-TCBN-VISHNU","TheaterTransportProviderVishnu",
"1AD-CFW","CORPS-TCBN-VISHNU","UI",
"1AD-CFW","CORPS-TCBN-VISHNU","Community",
"1AD-CFW","CORPS-TCBN-VISHNU","XMLAssetPrototype",
"1AD-CFW","CSB","AntsAssets",
"1AD-CFW","CSB","GLS",
"1AD-CFW","CSB","GenericTableAllocator",
"1AD-CFW","CSB","LDMSQLAssets",
"1AD-CFW","CSB","Org",
"1AD-CFW","CSB","PolicyTransfer",
"1AD-CFW","CSB","StrategicTransport",
"1AD-CFW","CSB","UI",
"1AD-CFW","CSB","Community",
"1AD-CFW","CSB","XMLAssetPrototype",
"1AD-CFW","CSG","AntsAssets",
"1AD-CFW","CSG","GLS",
"1AD-CFW","CSG","GenericTableAllocator",
"1AD-CFW","CSG","LDMSQLAssets",
"1AD-CFW","CSG","Org",
"1AD-CFW","CSG","PolicyTransfer",
"1AD-CFW","CSG","StrategicTransport",
"1AD-CFW","CSG","UI",
"1AD-CFW","CSG","Community",
"1AD-CFW","CSG","XMLAssetPrototype",
"1AD-CFW","DASB","AntsAssets",
"1AD-CFW","DASB","Demand",
"1AD-CFW","DASB","GLS",
"1AD-CFW","DASB","GenericTableAllocator",
"1AD-CFW","DASB","InventoryManagement",
"1AD-CFW","DASB","PolicyManager",
"1AD-CFW","DASB","LDMSQLAssets",
"1AD-CFW","DASB","Org",
"1AD-CFW","DASB","PolicyTransfer",
"1AD-CFW","DASB","StrategicTransport",
"1AD-CFW","DASB","TriggerManager",
"1AD-CFW","DASB","UI",
"1AD-CFW","DASB","Community",
"1AD-CFW","DASB","XMLAssetPrototype",
"1AD-CFW","DISCOM-HQ","AntsAssets",
"1AD-CFW","DISCOM-HQ","GLS",
"1AD-CFW","DISCOM-HQ","GenericTableAllocator",
"1AD-CFW","DISCOM-HQ","LDMSQLAssets",
"1AD-CFW","DISCOM-HQ","Org",
"1AD-CFW","DISCOM-HQ","PolicyTransfer",
"1AD-CFW","DISCOM-HQ","StrategicTransport",
"1AD-CFW","DISCOM-HQ","UI",
"1AD-CFW","DISCOM-HQ","Community",
"1AD-CFW","DISCOM-HQ","XMLAssetPrototype",
"1AD-CFW","DIV-HQ","AntsAssets",
"1AD-CFW","DIV-HQ","ConstructionExpander",
"1AD-CFW","DIV-HQ","PolicyManager",
"1AD-CFW","DIV-HQ","GLS",
"1AD-CFW","DIV-HQ","GenericTableAllocator",
"1AD-CFW","DIV-HQ","LDMSQLAssets",
"1AD-CFW","DIV-HQ","Org",
"1AD-CFW","DIV-HQ","PolicyTransfer",
"1AD-CFW","DIV-HQ","StrategicTransport",
"1AD-CFW","DIV-HQ","UI",
"1AD-CFW","DIV-HQ","Community",
"1AD-CFW","DIV-HQ","XMLAssetPrototype",
"1AD-CFW","DIV-OTHER","AntsAssets",
"1AD-CFW","DIV-OTHER","GLS",
"1AD-CFW","DIV-OTHER","GenericTableAllocator",
"1AD-CFW","DIV-OTHER","LDMSQLAssets",
"1AD-CFW","DIV-OTHER","Org",
"1AD-CFW","DIV-OTHER","PolicyTransfer",
"1AD-CFW","DIV-OTHER","StrategicTransport",
"1AD-CFW","DIV-OTHER","UI",
"1AD-CFW","DIV-OTHER","Community",
"1AD-CFW","DIV-OTHER","XMLAssetPrototype",
"1AD-CFW","DIVARTY","AntsAssets",
"1AD-CFW","DIVARTY","GLS",
"1AD-CFW","DIVARTY","GenericTableAllocator",
"1AD-CFW","DIVARTY","LDMSQLAssets",
"1AD-CFW","DIVARTY","Org",
"1AD-CFW","DIVARTY","PolicyTransfer",
"1AD-CFW","DIVARTY","StrategicTransport",
"1AD-CFW","DIVARTY","UI",
"1AD-CFW","DIVARTY","Community",
"1AD-CFW","DIVARTY","XMLAssetPrototype",
"1AD-CFW","ENGBDE","AntsAssets",
"1AD-CFW","ENGBDE","GLS",
"1AD-CFW","ENGBDE","GenericTableAllocator",
"1AD-CFW","ENGBDE","LDMSQLAssets",
"1AD-CFW","ENGBDE","Org",
"1AD-CFW","ENGBDE","PolicyTransfer",
"1AD-CFW","ENGBDE","StrategicTransport",
"1AD-CFW","ENGBDE","UI",
"1AD-CFW","ENGBDE","Community",
"1AD-CFW","ENGBDE","XMLAssetPrototype",
"1AD-CFW","ENGBN","AntsAssets",
"1AD-CFW","ENGBN","Demand",
"1AD-CFW","ENGBN","GLS",
"1AD-CFW","ENGBN","GenericTableAllocator",
"1AD-CFW","ENGBN","InventoryManagement",
"1AD-CFW","ENGBN","PolicyManager",
"1AD-CFW","ENGBN","LDMSQLAssets",
"1AD-CFW","ENGBN","Org",
"1AD-CFW","ENGBN","PolicyTransfer",
"1AD-CFW","ENGBN","StrategicTransport",
"1AD-CFW","ENGBN","SubsistenceAssets",
"1AD-CFW","ENGBN","SubsistenceDemand",
"1AD-CFW","ENGBN","UI",
"1AD-CFW","ENGBN","Community",
"1AD-CFW","ENGBN","XMLAssetPrototype",
"1AD-CFW","FABDE","AntsAssets",
"1AD-CFW","FABDE","GLS",
"1AD-CFW","FABDE","GenericTableAllocator",
"1AD-CFW","FABDE","LDMSQLAssets",
"1AD-CFW","FABDE","Org",
"1AD-CFW","FABDE","PolicyTransfer",
"1AD-CFW","FABDE","StrategicTransport",
"1AD-CFW","FABDE","UI",
"1AD-CFW","FABDE","Community",
"1AD-CFW","FABDE","XMLAssetPrototype",
"1AD-CFW","FABN","AntsAssets",
"1AD-CFW","FABN","Demand",
"1AD-CFW","FABN","GLS",
"1AD-CFW","FABN","GenericTableAllocator",
"1AD-CFW","FABN","InventoryManagement",
"1AD-CFW","FABN","PolicyManager",
"1AD-CFW","FABN","LDMSQLAssets",
"1AD-CFW","FABN","Org",
"1AD-CFW","FABN","PolicyTransfer",
"1AD-CFW","FABN","StrategicTransport",
"1AD-CFW","FABN","SubsistenceAssets",
"1AD-CFW","FABN","SubsistenceDemand",
"1AD-CFW","FABN","UI",
"1AD-CFW","FABN","Community",
"1AD-CFW","FABN","XMLAssetPrototype",
"1AD-CFW","FABTRY","AntsAssets",
"1AD-CFW","FABTRY","Demand",
"1AD-CFW","FABTRY","GLS",
"1AD-CFW","FABTRY","GenericTableAllocator",
"1AD-CFW","FABTRY","InventoryManagement",
"1AD-CFW","FABTRY","PolicyManager",
"1AD-CFW","FABTRY","LDMSQLAssets",
"1AD-CFW","FABTRY","Org",
"1AD-CFW","FABTRY","PolicyTransfer",
"1AD-CFW","FABTRY","StrategicTransport",
"1AD-CFW","FABTRY","SubsistenceAssets",
"1AD-CFW","FABTRY","SubsistenceDemand",
"1AD-CFW","FABTRY","UI",
"1AD-CFW","FABTRY","Community",
"1AD-CFW","FABTRY","XMLAssetPrototype",
"1AD-CFW","FSB","AntsAssets",
"1AD-CFW","FSB","Demand",
"1AD-CFW","FSB","GLS",
"1AD-CFW","FSB","GenericTableAllocator",
"1AD-CFW","FSB","InventoryManagement",
"1AD-CFW","FSB","PolicyManager",
"1AD-CFW","FSB","LDMSQLAssets",
"1AD-CFW","FSB","Org",
"1AD-CFW","FSB","PolicyTransfer",
"1AD-CFW","FSB","StrategicTransport",
"1AD-CFW","FSB","UI",
"1AD-CFW","FSB","Community",
"1AD-CFW","FSB","XMLAssetPrototype",
"1AD-CFW","INFBN","AntsAssets",
"1AD-CFW","INFBN","Demand",
"1AD-CFW","INFBN","GLS",
"1AD-CFW","INFBN","GenericTableAllocator",
"1AD-CFW","INFBN","InventoryManagement",
"1AD-CFW","INFBN","PolicyManager",
"1AD-CFW","INFBN","LDMSQLAssets",
"1AD-CFW","INFBN","Org",
"1AD-CFW","INFBN","PolicyTransfer",
"1AD-CFW","INFBN","StrategicTransport",
"1AD-CFW","INFBN","SubsistenceAssets",
"1AD-CFW","INFBN","SubsistenceDemand",
"1AD-CFW","INFBN","UI",
"1AD-CFW","INFBN","Community",
"1AD-CFW","INFBN","XMLAssetPrototype",
"1AD-CFW","MSB","AntsAssets",
"1AD-CFW","MSB","Demand",
"1AD-CFW","MSB","GLS",
"1AD-CFW","MSB","GenericTableAllocator",
"1AD-CFW","MSB","InventoryManagement",
"1AD-CFW","MSB","PolicyManager",
"1AD-CFW","MSB","LDMSQLAssets",
"1AD-CFW","MSB","Org",
"1AD-CFW","MSB","PolicyTransfer",
"1AD-CFW","MSB","StrategicTransport",
"1AD-CFW","MSB","UI",
"1AD-CFW","MSB","Community",
"1AD-CFW","MSB","XMLAssetPrototype",
"1AD-CFW","SUPCOM-HQ","AntsAssets",
"1AD-CFW","SUPCOM-HQ","GLS",
"1AD-CFW","SUPCOM-HQ","GenericTableAllocator",
"1AD-CFW","SUPCOM-HQ","LDMSQLAssets",
"1AD-CFW","SUPCOM-HQ","Org",
"1AD-CFW","SUPCOM-HQ","PolicyTransfer",
"1AD-CFW","SUPCOM-HQ","StrategicTransport",
"1AD-CFW","SUPCOM-HQ","UI",
"1AD-CFW","SUPCOM-HQ","Community",
"1AD-CFW","SUPCOM-HQ","XMLAssetPrototype",
"1AD-CFW","THEATER-HNS","Org",
"1AD-CFW","THEATER-HNS","PolicyTransfer",
"1AD-CFW","THEATER-HNS","UI",
"1AD-CFW","THEATER-HNS","Community",
"1AD-CFW","THEATER-HNS","UniversalAllocator",
"1AD-CFW","THEATER-MAINTBN","AntsAssets",
"1AD-CFW","THEATER-MAINTBN","GLS",
"1AD-CFW","THEATER-MAINTBN","GenericTableAllocator",
"1AD-CFW","THEATER-MAINTBN","LDMSQLAssets",
"1AD-CFW","THEATER-MAINTBN","Org",
"1AD-CFW","THEATER-MAINTBN","PolicyTransfer",
"1AD-CFW","THEATER-MAINTBN","StrategicTransport",
"1AD-CFW","THEATER-MAINTBN","UI",
"1AD-CFW","THEATER-MAINTBN","Community",
"1AD-CFW","THEATER-MAINTBN","XMLAssetPrototype",
"1AD-CFW","THEATER-ORD-MGR","AntsAssets",
"1AD-CFW","THEATER-ORD-MGR","Demand",
"1AD-CFW","THEATER-ORD-MGR","GLS",
"1AD-CFW","THEATER-ORD-MGR","GenericTableAllocator",
"1AD-CFW","THEATER-ORD-MGR","InventoryManagement",
"1AD-CFW","THEATER-ORD-MGR","PolicyManager",
"1AD-CFW","THEATER-ORD-MGR","LDMSQLAssets",
"1AD-CFW","THEATER-ORD-MGR","Org",
"1AD-CFW","THEATER-ORD-MGR","PolicyTransfer",
"1AD-CFW","THEATER-ORD-MGR","StrategicTransport",
"1AD-CFW","THEATER-ORD-MGR","UI",
"1AD-CFW","THEATER-ORD-MGR","Community",
"1AD-CFW","THEATER-ORD-MGR","XMLAssetPrototype",
"1AD-CFW","THEATER-OTHER","AntsAssets",
"1AD-CFW","THEATER-OTHER","GLS",
"1AD-CFW","THEATER-OTHER","GenericTableAllocator",
"1AD-CFW","THEATER-OTHER","LDMSQLAssets",
"1AD-CFW","THEATER-OTHER","Org",
"1AD-CFW","THEATER-OTHER","PolicyTransfer",
"1AD-CFW","THEATER-OTHER","StrategicTransport",
"1AD-CFW","THEATER-OTHER","UI",
"1AD-CFW","THEATER-OTHER","Community",
